cve_id,description,cvss_score,severity,published_date,cwe_ids,cleaned_description,extracted_entities,tokens,token_count,sentences,sentence_count
CVE-2013-0235,"The XMLRPC API in WordPress before 3.5.1 allows remote attackers to send HTTP requests to intranet servers, and conduct port-scanning attacks, by specifying a crafted source URL for a pingback, related to a Server-Side Request Forgery (SSRF) issue.",6.4,MEDIUM,2013-07-08T20:55:00.883,Unknown,"The XMLRPC API in WordPress before 3.5.1 allows remote attackers to send HTTP requests to intranet servers, and conduct port-scanning attacks, by specifying a crafted source URL for a pingback, related to a Server-Side Request Forgery (SSRF) issue.",{'version': ['3.5.1']},"['the', 'xmlrpc', 'api', 'in', 'wordpress', 'before', '3.5.1', 'allows', 'remote', 'attackers', 'to', 'send', 'http', 'requests', 'to', 'intranet', 'servers', 'and', 'conduct', 'port-scanning', 'attacks', 'by', 'specifying', 'crafted', 'source', 'url', 'for', 'pingback', 'related', 'to', 'server-side', 'request', 'forgery', 'ssrf', 'issue']",35,"['The XMLRPC API in WordPress before 3.5.1 allows remote attackers to send HTTP requests to intranet servers, and conduct port-scanning attacks, by specifying a crafted source URL for a pingback, related to a Server-Side Request Forgery (SSRF) issue.']",1
CVE-2000-0610,NetWin dMailWeb and cwMail 2.6g and earlier allows remote attackers to bypass authentication and use the server for mail relay via a username that contains a carriage return.,5.0,MEDIUM,2000-06-23T04:00:00.000,Unknown,NetWin dMailWeb and cwMail 2.6g and earlier allows remote attackers to bypass authentication and use the server for mail relay via a username that contains a carriage return.,{'version': ['2.6']},"['netwin', 'dmailweb', 'and', 'cwmail', '2.6g', 'and', 'earlier', 'allows', 'remote', 'attackers', 'to', 'bypass', 'authentication', 'and', 'use', 'the', 'server', 'for', 'mail', 'relay', 'via', 'username', 'that', 'contains', 'carriage', 'return']",26,['NetWin dMailWeb and cwMail 2.6g and earlier allows remote attackers to bypass authentication and use the server for mail relay via a username that contains a carriage return.'],1
CVE-2002-2035,SQL injection vulnerability in RealityScape MyLogin 2000 1.0.0 and earlier allows remote attackers to execute arbitrary SQL commands via the (1) Username or (2) Password in the login form.,7.5,HIGH,2002-12-31T05:00:00.000,Unknown,SQL injection vulnerability in RealityScape MyLogin 2000 1.0.0 and earlier allows remote attackers to execute arbitrary SQL commands via the (1) Username or (2) Password in the login form.,{'version': ['1.0.0']},"['sql', 'injection', 'vulnerability', 'in', 'realityscape', 'mylogin', '2000', '1.0.0', 'and', 'earlier', 'allows', 'remote', 'attackers', 'to', 'execute', 'arbitrary', 'sql', 'commands', 'via', 'the', 'username', 'or', 'password', 'in', 'the', 'login', 'form']",27,['SQL injection vulnerability in RealityScape MyLogin 2000 1.0.0 and earlier allows remote attackers to execute arbitrary SQL commands via the (1) Username or (2) Password in the login form.'],1
CVE-1999-0440,The byte code verifier component of the Java Virtual Machine (JVM) allows remote execution through malicious web pages.,7.5,HIGH,1999-03-01T05:00:00.000,Unknown,The byte code verifier component of the Java Virtual Machine (JVM) allows remote execution through malicious web pages.,{},"['the', 'byte', 'code', 'verifier', 'component', 'of', 'the', 'java', 'virtual', 'machine', 'jvm', 'allows', 'remote', 'execution', 'through', 'malicious', 'web', 'pages']",18,['The byte code verifier component of the Java Virtual Machine (JVM) allows remote execution through malicious web pages.'],1
CVE-2010-3322,The XML parser in Splunk 4.0.0 through 4.1.4 allows remote authenticated users to obtain sensitive information and gain privileges via an XML External Entity (XXE) attack to unknown vectors.,8.8,HIGH,2010-09-14T17:00:02.400,CWE-611,The XML parser in Splunk 4.0.0 through 4.1.4 allows remote authenticated users to obtain sensitive information and gain privileges via an XML External Entity (XXE) attack to unknown vectors.,"{'version': ['4.0.0', '4.1.4']}","['the', 'xml', 'parser', 'in', 'splunk', '4.0.0', 'through', '4.1.4', 'allows', 'remote', 'authenticated', 'users', 'to', 'obtain', 'sensitive', 'information', 'and', 'gain', 'privileges', 'via', 'an', 'xml', 'external', 'entity', 'xxe', 'attack', 'to', 'unknown', 'vectors']",29,['The XML parser in Splunk 4.0.0 through 4.1.4 allows remote authenticated users to obtain sensitive information and gain privileges via an XML External Entity (XXE) attack to unknown vectors.'],1
CVE-2005-1947,Cross-site request forgery (CSRF) vulnerability in Invision Gallery before 1.3.1 allows remote attackers to delete albums and images as another user via a link or IMG tag to the (1) albums or (2) delimg actions.,4.3,MEDIUM,2005-06-09T04:00:00.000,CWE-352,Cross-site request forgery (CSRF) vulnerability in Invision Gallery before 1.3.1 allows remote attackers to delete albums and images as another user via a link or IMG tag to the (1) albums or (2) delimg actions.,{'version': ['1.3.1']},"['cross-site', 'request', 'forgery', 'csrf', 'vulnerability', 'in', 'invision', 'gallery', 'before', '1.3.1', 'allows', 'remote', 'attackers', 'to', 'delete', 'albums', 'and', 'images', 'as', 'another', 'user', 'via', 'link', 'or', 'img', 'tag', 'to', 'the', 'albums', 'or', 'delimg', 'actions']",32,['Cross-site request forgery (CSRF) vulnerability in Invision Gallery before 1.3.1 allows remote attackers to delete albums and images as another user via a link or IMG tag to the (1) albums or (2) delimg actions.'],1
CVE-2000-0120,The Remote Access Service invoke.cfm template in Allaire Spectra 1.0 allows users to bypass authentication via the bAuthenticated parameter.,7.5,HIGH,2000-01-01T05:00:00.000,Unknown,The Remote Access Service invoke.cfm template in Allaire Spectra 1.0 allows users to bypass authentication via the bAuthenticated parameter.,{'version': ['1.0']},"['the', 'remote', 'access', 'service', 'invoke.cfm', 'template', 'in', 'allaire', 'spectra', '1.0', 'allows', 'users', 'to', 'bypass', 'authentication', 'via', 'the', 'bauthenticated', 'parameter']",19,['The Remote Access Service invoke.cfm template in Allaire Spectra 1.0 allows users to bypass authentication via the bAuthenticated parameter.'],1
CVE-2004-0594,"The memory_limit functionality in PHP 4.x up to 4.3.7, and 5.x up to 5.0.0RC3, under certain conditions such as when register_globals is enabled, allows remote attackers to execute arbitrary code by triggering a memory_limit abort during execution of the zend_hash_init function and overwriting a HashTable destructor pointer before the initialization of key data structures is complete.",5.1,MEDIUM,2004-07-27T04:00:00.000,CWE-367,"The memory_limit functionality in PHP 4.x up to 4.3.7, and 5.x up to 5.0.0RC3, under certain conditions such as when register_globals is enabled, allows remote attackers to execute arbitrary code by triggering a memory_limit abort during execution of the zend_hash_init function and overwriting a HashTable destructor pointer before the initialization of key data structures is complete.","{'version': ['4.3.7', '5.0.0']}","['the', 'memory_limit', 'functionality', 'in', 'php', '4.x', 'up', 'to', '4.3.7', 'and', '5.x', 'up', 'to', '5.0.0rc3', 'under', 'certain', 'conditions', 'such', 'as', 'when', 'register_globals', 'is', 'enabled', 'allows', 'remote', 'attackers', 'to', 'execute', 'arbitrary', 'code', 'by', 'triggering', 'memory_limit', 'abort', 'during', 'execution', 'of', 'the', 'zend_hash_init', 'function', 'and', 'overwriting', 'hashtable', 'destructor', 'pointer', 'before', 'the', 'initialization', 'of', 'key', 'data', 'structures', 'is', 'complete']",54,"['The memory_limit functionality in PHP 4.x up to 4.3.7, and 5.x up to 5.0.0RC3, under certain conditions such as when register_globals is enabled, allows remote attackers to execute arbitrary code by triggering a memory_limit abort during execution of the zend_hash_init function and overwriting a HashTable destructor pointer before the initialization of key data structures is complete.']",1
CVE-2004-2560,"DokuWiki before 2004-10-19, when used on a web server that permits execution based on file extension, allows remote attackers to execute arbitrary code by uploading a file with an appropriate extension such as "".php"" or "".cgi"".",7.5,HIGH,2004-12-31T05:00:00.000,Unknown,"DokuWiki before 2004-10-19, when used on a web server that permits execution based on file extension, allows remote attackers to execute arbitrary code by uploading a file with an appropriate extension such as "".php"" or "".cgi"".",{},"['dokuwiki', 'before', '2004-10-19', 'when', 'used', 'on', 'web', 'server', 'that', 'permits', 'execution', 'based', 'on', 'file', 'extension', 'allows', 'remote', 'attackers', 'to', 'execute', 'arbitrary', 'code', 'by', 'uploading', 'file', 'with', 'an', 'appropriate', 'extension', 'such', 'as', '``', '.php', ""''"", 'or', '``', '.cgi', ""''""]",38,"['DokuWiki before 2004-10-19, when used on a web server that permits execution based on file extension, allows remote attackers to execute arbitrary code by uploading a file with an appropriate extension such as "".php"" or "".cgi"".']",1
CVE-2002-0244,Directory traversal vulnerability in chroot function in AtheOS 0.3.7 allows attackers to escape the jail via a .. (dot dot) in the pathname argument to chdir.,7.5,HIGH,2002-05-29T04:00:00.000,Unknown,Directory traversal vulnerability in chroot function in AtheOS 0.3.7 allows attackers to escape the jail via a .. (dot dot) in the pathname argument to chdir.,{'version': ['0.3.7']},"['directory', 'traversal', 'vulnerability', 'in', 'chroot', 'function', 'in', 'atheos', '0.3.7', 'allows', 'attackers', 'to', 'escape', 'the', 'jail', 'via', '..', 'dot', 'dot', 'in', 'the', 'pathname', 'argument', 'to', 'chdir']",25,['Directory traversal vulnerability in chroot function in AtheOS 0.3.7 allows attackers to escape the jail via a .. (dot dot) in the pathname argument to chdir.'],1
CVE-2011-0212,"servermgrd in Apple Mac OS X before 10.6.8 allows remote attackers to read arbitrary files, and possibly send HTTP requests to intranet servers or cause a denial of service (CPU and memory consumption), via an XML-RPC request containing an entity declaration in conjunction with an entity reference, related to an XML External Entity (aka XXE) issue.",6.4,MEDIUM,2011-06-24T20:55:02.590,CWE-399,"servermgrd in Apple Mac OS X before 10.6.8 allows remote attackers to read arbitrary files, and possibly send HTTP requests to intranet servers or cause a denial of service (CPU and memory consumption), via an XML-RPC request containing an entity declaration in conjunction with an entity reference, related to an XML External Entity (aka XXE) issue.",{'version': ['10.6.8']},"['servermgrd', 'in', 'apple', 'mac', 'os', 'before', '10.6.8', 'allows', 'remote', 'attackers', 'to', 'read', 'arbitrary', 'files', 'and', 'possibly', 'send', 'http', 'requests', 'to', 'intranet', 'servers', 'or', 'cause', 'denial', 'of', 'service', 'cpu', 'and', 'memory', 'consumption', 'via', 'an', 'xml-rpc', 'request', 'containing', 'an', 'entity', 'declaration', 'in', 'conjunction', 'with', 'an', 'entity', 'reference', 'related', 'to', 'an', 'xml', 'external', 'entity', 'aka', 'xxe', 'issue']",54,"['servermgrd in Apple Mac OS X before 10.6.8 allows remote attackers to read arbitrary files, and possibly send HTTP requests to intranet servers or cause a denial of service (CPU and memory consumption), via an XML-RPC request containing an entity declaration in conjunction with an entity reference, related to an XML External Entity (aka XXE) issue.']",1
CVE-2002-1648,Cross-site request forgery (CSRF) vulnerability in compose.php in SquirrelMail before 1.2.3 allows remote attackers to send email as other users via an IMG URL with modified send_to and subject parameters.,7.5,HIGH,2002-12-31T05:00:00.000,Unknown,Cross-site request forgery (CSRF) vulnerability in compose.php in SquirrelMail before 1.2.3 allows remote attackers to send email as other users via an IMG URL with modified send_to and subject parameters.,{'version': ['1.2.3']},"['cross-site', 'request', 'forgery', 'csrf', 'vulnerability', 'in', 'compose.php', 'in', 'squirrelmail', 'before', '1.2.3', 'allows', 'remote', 'attackers', 'to', 'send', 'email', 'as', 'other', 'users', 'via', 'an', 'img', 'url', 'with', 'modified', 'send_to', 'and', 'subject', 'parameters']",30,['Cross-site request forgery (CSRF) vulnerability in compose.php in SquirrelMail before 1.2.3 allows remote attackers to send email as other users via an IMG URL with modified send_to and subject parameters.'],1
CVE-2011-4107,"The simplexml_load_string function in the XML import plug-in (libraries/import/xml.php) in phpMyAdmin 3.4.x before 3.4.7.1 and 3.3.x before 3.3.10.5 allows remote authenticated users to read arbitrary files via XML data containing external entity references, aka an XML external entity (XXE) injection attack.",6.5,MEDIUM,2011-11-17T19:55:01.517,CWE-611,"The simplexml_load_string function in the XML import plug-in (libraries/import/xml.php) in phpMyAdmin 3.4.x before 3.4.7.1 and 3.3.x before 3.3.10.5 allows remote authenticated users to read arbitrary files via XML data containing external entity references, aka an XML external entity (XXE) injection attack.","{'ip_address': ['3.4.7.1', '3.3.10.5'], 'version': ['3.4.', '3.4.7', '3.3.', '3.3.10']}","['the', 'simplexml_load_string', 'function', 'in', 'the', 'xml', 'import', 'plug-in', 'libraries/import/xml.php', 'in', 'phpmyadmin', '3.4.x', 'before', '3.4.7.1', 'and', '3.3.x', 'before', '3.3.10.5', 'allows', 'remote', 'authenticated', 'users', 'to', 'read', 'arbitrary', 'files', 'via', 'xml', 'data', 'containing', 'external', 'entity', 'references', 'aka', 'an', 'xml', 'external', 'entity', 'xxe', 'injection', 'attack']",41,"['The simplexml_load_string function in the XML import plug-in (libraries/import/xml.php) in phpMyAdmin 3.4.x before 3.4.7.1 and 3.3.x before 3.3.10.5 allows remote authenticated users to read arbitrary files via XML data containing external entity references, aka an XML external entity (XXE) injection attack.']",1
CVE-1999-1591,"Microsoft Internet Information Services (IIS) server 4.0 SP4, without certain hotfixes released for SP4, does not require authentication credentials under certain conditions, which allows remote attackers to bypass authentication requirements, as demonstrated by connecting via Microsoft Visual InterDev 6.0.",7.5,HIGH,1999-12-31T05:00:00.000,Unknown,"Microsoft Internet Information Services (IIS) server 4.0 SP4, without certain hotfixes released for SP4, does not require authentication credentials under certain conditions, which allows remote attackers to bypass authentication requirements, as demonstrated by connecting via Microsoft Visual InterDev 6.0.","{'version': ['4.0', '6.0.']}","['microsoft', 'internet', 'information', 'services', 'iis', 'server', '4.0', 'sp4', 'without', 'certain', 'hotfixes', 'released', 'for', 'sp4', 'does', 'not', 'require', 'authentication', 'credentials', 'under', 'certain', 'conditions', 'which', 'allows', 'remote', 'attackers', 'to', 'bypass', 'authentication', 'requirements', 'as', 'demonstrated', 'by', 'connecting', 'via', 'microsoft', 'visual', 'interdev', '6.0']",39,"['Microsoft Internet Information Services (IIS) server 4.0 SP4, without certain hotfixes released for SP4, does not require authentication credentials under certain conditions, which allows remote attackers to bypass authentication requirements, as demonstrated by connecting via Microsoft Visual InterDev 6.0.']",1
CVE-2001-1224,get_input in adrotate.pm for Les VanBrunt AdRotate Pro 2.0 allows remote attackers to modify the database and possibly execute arbitrary commands via a SQL code injection attack.,7.5,HIGH,2001-12-23T05:00:00.000,Unknown,get_input in adrotate.pm for Les VanBrunt AdRotate Pro 2.0 allows remote attackers to modify the database and possibly execute arbitrary commands via a SQL code injection attack.,{'version': ['2.0']},"['get_input', 'in', 'adrotate.pm', 'for', 'les', 'vanbrunt', 'adrotate', 'pro', '2.0', 'allows', 'remote', 'attackers', 'to', 'modify', 'the', 'database', 'and', 'possibly', 'execute', 'arbitrary', 'commands', 'via', 'sql', 'code', 'injection', 'attack']",26,['get_input in adrotate.pm for Les VanBrunt AdRotate Pro 2.0 allows remote attackers to modify the database and possibly execute arbitrary commands via a SQL code injection attack.'],1
CVE-2001-1441,"Cross-site scripting (XSS) vulnerability in VisualAge for Java 3.5 Professional allows remote attackers to execute JavaScript on other clients via the URL, which injects the script in the resulting error message.",6.8,MEDIUM,2001-07-02T04:00:00.000,Unknown,"Cross-site scripting (XSS) vulnerability in VisualAge for Java 3.5 Professional allows remote attackers to execute JavaScript on other clients via the URL, which injects the script in the resulting error message.",{'version': ['3.5']},"['cross-site', 'scripting', 'xss', 'vulnerability', 'in', 'visualage', 'for', 'java', '3.5', 'professional', 'allows', 'remote', 'attackers', 'to', 'execute', 'javascript', 'on', 'other', 'clients', 'via', 'the', 'url', 'which', 'injects', 'the', 'script', 'in', 'the', 'resulting', 'error', 'message']",31,"['Cross-site scripting (XSS) vulnerability in VisualAge for Java 3.5 Professional allows remote attackers to execute JavaScript on other clients via the URL, which injects the script in the resulting error message.']",1
CVE-2001-1257,Cross-site scripting vulnerability in Horde Internet Messaging Program (IMP) before 2.2.6 and 1.2.6 allows remote attackers to execute arbitrary Javascript embedded in an email.,7.5,HIGH,2001-07-21T04:00:00.000,Unknown,Cross-site scripting vulnerability in Horde Internet Messaging Program (IMP) before 2.2.6 and 1.2.6 allows remote attackers to execute arbitrary Javascript embedded in an email.,"{'version': ['2.2.6', '1.2.6']}","['cross-site', 'scripting', 'vulnerability', 'in', 'horde', 'internet', 'messaging', 'program', 'imp', 'before', '2.2.6', 'and', '1.2.6', 'allows', 'remote', 'attackers', 'to', 'execute', 'arbitrary', 'javascript', 'embedded', 'in', 'an', 'email']",24,['Cross-site scripting vulnerability in Horde Internet Messaging Program (IMP) before 2.2.6 and 1.2.6 allows remote attackers to execute arbitrary Javascript embedded in an email.'],1
CVE-2001-1379,"The PostgreSQL authentication modules (1) mod_auth_pgsql 0.9.5, and (2) mod_auth_pgsql_sys 0.9.4, allow remote attackers to bypass authentication and execute arbitrary SQL via a SQL injection attack on the user name.",7.5,HIGH,2001-08-29T04:00:00.000,Unknown,"The PostgreSQL authentication modules (1) mod_auth_pgsql 0.9.5, and (2) mod_auth_pgsql_sys 0.9.4, allow remote attackers to bypass authentication and execute arbitrary SQL via a SQL injection attack on the user name.","{'version': ['0.9.5', '0.9.4']}","['the', 'postgresql', 'authentication', 'modules', 'mod_auth_pgsql', '0.9.5', 'and', 'mod_auth_pgsql_sys', '0.9.4', 'allow', 'remote', 'attackers', 'to', 'bypass', 'authentication', 'and', 'execute', 'arbitrary', 'sql', 'via', 'sql', 'injection', 'attack', 'on', 'the', 'user', 'name']",27,"['The PostgreSQL authentication modules (1) mod_auth_pgsql 0.9.5, and (2) mod_auth_pgsql_sys 0.9.4, allow remote attackers to bypass authentication and execute arbitrary SQL via a SQL injection attack on the user name.']",1
CVE-2002-0985,"Argument injection vulnerability in the mail function for PHP 4.x to 4.2.2 may allow attackers to bypass safe mode restrictions and modify command line arguments to the MTA (e.g. sendmail) in the 5th argument to mail(), altering MTA behavior and possibly executing commands.",7.5,HIGH,2002-09-24T04:00:00.000,CWE-88,"Argument injection vulnerability in the mail function for PHP 4.x to 4.2.2 may allow attackers to bypass safe mode restrictions and modify command line arguments to the MTA (e.g. sendmail) in the 5th argument to mail(), altering MTA behavior and possibly executing commands.",{'version': ['4.2.2']},"['argument', 'injection', 'vulnerability', 'in', 'the', 'mail', 'function', 'for', 'php', '4.x', 'to', '4.2.2', 'may', 'allow', 'attackers', 'to', 'bypass', 'safe', 'mode', 'restrictions', 'and', 'modify', 'command', 'line', 'arguments', 'to', 'the', 'mta', 'e.g', 'sendmail', 'in', 'the', '5th', 'argument', 'to', 'mail', 'altering', 'mta', 'behavior', 'and', 'possibly', 'executing', 'commands']",43,"['Argument injection vulnerability in the mail function for PHP 4.x to 4.2.2 may allow attackers to bypass safe mode restrictions and modify command line arguments to the MTA (e.g.', 'sendmail) in the 5th argument to mail(), altering MTA behavior and possibly executing commands.']",2
CVE-2011-2206,"XMLParser.pm in DJabberd before 0.85 allows remote authenticated users to read arbitrary files, and possibly send HTTP requests to intranet servers or cause a denial of service (CPU and memory consumption), via an XML external entity declaration in conjunction with an entity reference, a different vulnerability than CVE-2011-1757.",5.5,MEDIUM,2011-06-22T22:55:04.230,CWE-399,"XMLParser.pm in DJabberd before 0.85 allows remote authenticated users to read arbitrary files, and possibly send HTTP requests to intranet servers or cause a denial of service (CPU and memory consumption), via an XML external entity declaration in conjunction with an entity reference, a different vulnerability than CVE-2011-1757.","{'cve_id': ['CVE-2011-1757'], 'version': ['0.85']}","['xmlparser.pm', 'in', 'djabberd', 'before', '0.85', 'allows', 'remote', 'authenticated', 'users', 'to', 'read', 'arbitrary', 'files', 'and', 'possibly', 'send', 'http', 'requests', 'to', 'intranet', 'servers', 'or', 'cause', 'denial', 'of', 'service', 'cpu', 'and', 'memory', 'consumption', 'via', 'an', 'xml', 'external', 'entity', 'declaration', 'in', 'conjunction', 'with', 'an', 'entity', 'reference', 'different', 'vulnerability', 'than', 'cve-2011-1757']",46,"['XMLParser.pm in DJabberd before 0.85 allows remote authenticated users to read arbitrary files, and possibly send HTTP requests to intranet servers or cause a denial of service (CPU and memory consumption), via an XML external entity declaration in conjunction with an entity reference, a different vulnerability than CVE-2011-1757.']",1
CVE-2001-1348,TWIG 2.6.2 and earlier allows remote attackers to perform unauthorized database operations via a SQL injection attack on the id parameter.,7.5,HIGH,2001-05-28T04:00:00.000,Unknown,TWIG 2.6.2 and earlier allows remote attackers to perform unauthorized database operations via a SQL injection attack on the id parameter.,{'version': ['2.6.2']},"['twig', '2.6.2', 'and', 'earlier', 'allows', 'remote', 'attackers', 'to', 'perform', 'unauthorized', 'database', 'operations', 'via', 'sql', 'injection', 'attack', 'on', 'the', 'id', 'parameter']",20,['TWIG 2.6.2 and earlier allows remote attackers to perform unauthorized database operations via a SQL injection attack on the id parameter.'],1
CVE-2019-6980,Synacor Zimbra Collaboration Suite 8.7.x through 8.8.11 allows insecure object deserialization in the IMAP component.,7.5,HIGH,2019-05-29T22:29:01.413,CWE-502,Synacor Zimbra Collaboration Suite 8.7.x through 8.8.11 allows insecure object deserialization in the IMAP component.,"{'version': ['8.7.', '8.8.11']}","['synacor', 'zimbra', 'collaboration', 'suite', '8.7.x', 'through', '8.8.11', 'allows', 'insecure', 'object', 'deserialization', 'in', 'the', 'imap', 'component']",15,['Synacor Zimbra Collaboration Suite 8.7.x through 8.8.11 allows insecure object deserialization in the IMAP component.'],1
CVE-2003-1545,"Absolute path traversal vulnerability in nukestyles.com viewpage.php addon for PHP-Nuke allows remote attackers to read arbitrary files via a full pathname in the file parameter.  NOTE: This was originally reported as an issue in PHP-Nuke 6.5, but this is an independent addon.",5.0,MEDIUM,2003-12-31T05:00:00.000,CWE-22,"Absolute path traversal vulnerability in nukestyles.com viewpage.php addon for PHP-Nuke allows remote attackers to read arbitrary files via a full pathname in the file parameter. NOTE: This was originally reported as an issue in PHP-Nuke 6.5, but this is an independent addon.",{'version': ['6.5']},"['absolute', 'path', 'traversal', 'vulnerability', 'in', 'nukestyles.com', 'viewpage.php', 'addon', 'for', 'php-nuke', 'allows', 'remote', 'attackers', 'to', 'read', 'arbitrary', 'files', 'via', 'full', 'pathname', 'in', 'the', 'file', 'parameter', 'note', 'this', 'was', 'originally', 'reported', 'as', 'an', 'issue', 'in', 'php-nuke', '6.5', 'but', 'this', 'is', 'an', 'independent', 'addon']",41,"['Absolute path traversal vulnerability in nukestyles.com viewpage.php addon for PHP-Nuke allows remote attackers to read arbitrary files via a full pathname in the file parameter.', 'NOTE: This was originally reported as an issue in PHP-Nuke 6.5, but this is an independent addon.']",2
CVE-2003-1463,"Absolute path traversal vulnerability in Alt-N Technologies WebAdmin 2.0.0 through 2.0.2 allows remote attackers with administrator privileges to (1) determine the installation path by reading the contents of the Name parameter in a link, and (2) read arbitrary files via an absolute path in the Name parameter.",3.5,LOW,2003-12-31T05:00:00.000,CWE-20,"Absolute path traversal vulnerability in Alt-N Technologies WebAdmin 2.0.0 through 2.0.2 allows remote attackers with administrator privileges to (1) determine the installation path by reading the contents of the Name parameter in a link, and (2) read arbitrary files via an absolute path in the Name parameter.","{'version': ['2.0.0', '2.0.2']}","['absolute', 'path', 'traversal', 'vulnerability', 'in', 'alt-n', 'technologies', 'webadmin', '2.0.0', 'through', '2.0.2', 'allows', 'remote', 'attackers', 'with', 'administrator', 'privileges', 'to', 'determine', 'the', 'installation', 'path', 'by', 'reading', 'the', 'contents', 'of', 'the', 'name', 'parameter', 'in', 'link', 'and', 'read', 'arbitrary', 'files', 'via', 'an', 'absolute', 'path', 'in', 'the', 'name', 'parameter']",44,"['Absolute path traversal vulnerability in Alt-N Technologies WebAdmin 2.0.0 through 2.0.2 allows remote attackers with administrator privileges to (1) determine the installation path by reading the contents of the Name parameter in a link, and (2) read arbitrary files via an absolute path in the Name parameter.']",1
